Year;Rank;Country;Documents;Citable.documents;Citations;Self.Citations;Citations.per.Document;H.index
2010;88;Cameroon;752;720;6556;1189;8,72;85
2010;89;Bosnia and Herzegovina;708;689;2896;380;4,09;55
2010;90;Nepal;655;598;3969;647;6,06;87
2010;91;Georgia;635;587;6200;1038;9,76;101
2010;92;Costa Rica;592;558;6825;703;11,53;127
2010;93;Uzbekistan;542;534;2251;408;4,15;64
2010;94;Sudan;522;493;2788;449;5,34;65
2010;95;Libyan Arab Jamahiriya;519;498;1457;85;2,81;45
2010;96;Macedonia;519;505;2565;406;4,94;74
2010;97;Kazakhstan;466;457;1638;275;3,52;64
2010;98;Ecuador;452;428;6371;682;14,1;100
2010;99;Syrian Arab Republic;430;414;3020;366;7,02;74
2010;100;Senegal;400;384;2953;421;7,38;89
2010;101;Trinidad and Tobago;372;326;1693;173;4,55;72
2010;102;Panama;363;348;5388;713;14,84;128
2010;103;Malawi;353;319;4698;621;13,31;97
2010;104;Zimbabwe;338;307;2816;416;8,33;90
2010;105;Palestine ;327;300;1856;283;5,68;53
2010;106;Bahrain;326;307;957;139;2,94;48
2010;107;Macao;319;305;1555;333;4,87;47
2010;108;Burkina Faso;318;301;2993;507;9,41;77
2010;109;Côte d'Ivoire;318;310;1791;226;5,63;82
2010;110;Botswana;315;280;2217;204;7,04;71
2010;111;Malta;314;287;2071;209;6,6;75
2010;112;Moldova;307;298;2411;405;7,85;74
2010;113;Zambia;277;242;4028;487;14,54;83
2010;114;Mongolia;268;261;1791;219;6,68;65
2010;115;Jamaica;255;224;1592;122;6,24;71
2010;116;Benin;253;244;1769;374;6,99;59
2010;117;Bolivia;241;225;2957;244;12,27;78
2010;118;Albania;229;224;1157;79;5,05;43
2010;119;Congo;221;209;2431;252;11;63
2010;120;Yemen;210;208;1012;140;4,82;46
2010;121;Madagascar;204;200;2315;328;11,35;68
2010;122;Montenegro;200;195;966;217;4,83;28
2010;123;Cambodia;190;175;2406;282;12,66;65
2010;124;Mali;166;157;2136;194;12,87;68
2010;125;New Caledonia;158;154;1757;328;11,12;66
2010;126;Mozambique;157;142;2701;224;17,2;66
2010;127;Mauritius;150;144;894;100;5,96;50
2010;128;Rwanda;143;135;1105;103;7,73;48
2010;129;Guatemala;141;123;1528;129;10,84;63
2010;130;Niger;139;135;981;53;7,06;54
2010;131;Laos;136;120;1565;162;11,51;54
2010;132;Swaziland;135;114;1408;66;10,43;41
2010;133;Fiji;130;120;1011;120;7,78;52
2010;134;Gambia;126;113;2132;239;16,92;90
2010;135;Papua New Guinea;120;109;1081;185;9,01;66
2010;136;Brunei Darussalam;118;102;590;68;5;49
2010;137;Namibia;118;107;895;76;7,58;67
2010;138;Myanmar;115;107;807;41;7,02;46
2010;139;Gabon;112;108;1207;153;10,78;73
2010;140;El Salvador;111;101;1461;42;13,16;40
2010;141;Afghanistan;98;82;505;26;5,15;29
2010;142;Liechtenstein;97;89;863;67;8,9;50
2010;143;Monaco;97;92;1038;142;10,7;69
2010;144;Barbados;96;73;747;59;7,78;60
2010;145;Paraguay;95;88;1633;71;17,19;54
2010;146;Nicaragua;94;92;894;80;9,51;56
2010;147;Togo;88;82;370;40;4,2;37
2010;148;Guadeloupe;82;78;554;53;6,76;49
2010;149;Tajikistan;78;75;230;48;2,95;28
2010;150;French Polynesia;74;71;1151;111;15,55;54
2010;151;Honduras;73;66;964;50;13,21;48
2010;152;Kyrgyzstan;71;67;494;37;6,96;40
2010;153;Greenland;70;66;1146;129;16,37;45
2010;154;Dominican Republic;57;54;495;31;8,68;47
2010;155;French Guiana;53;48;909;86;17,15;51
2010;156;Grenada;52;46;290;8;5,58;29
2010;157;Haïti;50;42;630;72;12,6;43
2010;158;Bhutan;48;45;202;26;4,21;23
2010;159;Angola;46;44;240;27;5,22;31
2010;160;Democratic Republic Congo;45;43;521;19;11,58;38
2010;161;Faroe Islands;45;40;498;38;11,07;45
2010;162;Reunion;44;42;1056;13;24;34
2010;163;Guyana;41;38;120;7;2,93;30
2010;164;North Korea;39;38;405;6;10,38;75
2010;165;Sierra Leone;38;34;351;43;9,24;26
2010;166;Netherlands Antilles;37;31;354;6;9,57;42
2010;167;Guinea;36;31;285;20;7,92;41
2010;168;Burundi;34;34;219;11;6,44;28
2010;169;Guam;34;30;191;13;5,62;52
2010;170;Bermuda;33;32;564;66;17,09;69
2010;171;Lesotho;33;27;143;8;4,33;26
2010;172;Seychelles;33;31;328;27;9,94;41
2010;173;Central African Republic;31;29;307;20;9,9;39
2010;174;Solomon Islands;30;26;266;21;8,87;31
2010;175;Belize;28;24;142;3;5,07;32
2010;176;Martinique;27;26;145;7;5,37;36
2010;177;Eritrea;23;22;150;10;6,52;32
2010;178;Bahamas;22;21;89;16;4,05;32
2010;179;Guinea-Bissau;22;20;368;93;16,73;47
2010;180;Dominica;21;19;211;17;10,05;21
2010;181;Mauritania;21;20;209;17;9,95;30
2010;182;Cayman Islands;20;18;124;4;6,2;20
2010;183;Falkland Islands (Malvinas);20;20;117;23;5,85;31
2010;184;Saint Kitts and Nevis;20;15;141;11;7,05;20
2010;185;Vanuatu;19;19;176;20;9,26;26
2010;186;Chad;17;17;71;5;4,18;32
2010;187;Samoa;17;16;184;5;10,82;25
2010;188;Cape Verde;15;15;298;20;19,87;14
2010;189;Federated States of Micronesia;15;14;48;9;3,2;22
2010;190;Suriname;15;13;31;6;2,07;27
2010;191;Djibouti;14;14;60;11;4,29;16
2010;192;Liberia;13;12;77;6;5,92;19
2010;193;American Samoa;12;11;109;3;9,08;20
2010;194;Somalia;12;11;110;9;9,17;14
2010;195;Turkmenistan;12;12;43;9;3,58;19
2010;196;Equatorial Guinea;11;11;93;3;8,45;18
2010;197;Virgin Islands (U.S.);10;10;108;0;10,8;27
2010;198;Saint Lucia;9;8;22;0;2,44;16
2010;199;Maldives;9;9;52;3;5,78;20
2010;200;Palau;8;8;51;0;6,38;24
2010;201;Aruba;7;7;31;0;4,43;11
2010;202;Andorra;7;7;142;5;20,29;20
2010;203;Tonga;7;7;76;5;10,86;18
2010;204;Virgin Islands (British);7;5;98;7;14;19
2010;205;Comoros;6;6;144;4;24;12
2010;206;San Marino;6;6;99;11;16,5;21
2010;207;Antigua and Barbuda;4;4;16;0;4;11
2010;208;Marshall Islands;4;4;5;1;1,25;16
2010;209;Mayotte;4;4;20;0;5;10
2010;210;Norfolk Island;4;4;19;0;4,75;6
2010;211;Sao Tome and Principe;4;4;38;1;9,5;15
2010;212;Gibraltar;3;3;73;2;24,33;17
2010;213;British Indian Ocean Territory;3;3;72;0;24;7
2010;214;Montserrat;3;3;50;8;16,67;26
2010;215;Turks and Caicos Islands;3;3;18;0;6;11
2010;216;United States Minor Outlying Islands;3;3;22;0;7,33;10
2010;217;Cook Islands;2;2;26;4;13;13
2010;218;Western Sahara;2;2;6;0;3;3
2010;219;Northern Mariana Islands;2;2;13;2;6,5;13
2010;220;Svalbard and Jan Mayen;2;1;0;0;0;8
2010;221;Timor-Leste;2;2;17;0;8,5;11
2010;222;Vatican City State;2;2;14;2;7;5
2010;223;Saint Vincent and The Grenadines;2;2;7;1;3,5;11
2010;224;Wallis and Futuna;2;2;14;0;7;4
2010;225;Anguilla;1;1;2;0;2;6
2010;226;Bouvet Island;1;1;4;0;4;2
2010;227;Cocos (Keeling) Islands;1;1;5;0;5;4
2010;228;Christmas Island;1;1;2;0;2;3
2010;229;Kiribati;1;1;2;0;2;8
2010;230;Pitcairn;1;0;4;0;4;1
2010;231;South Georgia and The South Sandwich Islands;1;1;10;0;10;2
2010;232;Tuvalu;1;1;0;0;0;7
2011;1;United States;595336;521487;5228837;2585120;8,78;1648
2011;2;China;386649;381704;1629253;947621;4,21;495
2011;3;United Kingdom;168633;142110;1474861;394254;8,75;1015
2011;4;Germany;152191;139714;1311689;384659;8,62;887
2011;5;Japan;127411;121379;770806;230993;6,05;745
2011;6;France;108434;100341;879704;218805;8,11;811
2011;7;India;95979;90199;403544;147489;4,2;383
2011;8;Canada;90182;80990;807462;168885;8,95;794
2011;9;Italy;86947;78870;721641;200734;8,3;713
2011;10;Spain;77773;71042;604616;157240;7,77;591
2011;11;Australia;72150;64020;612657;156688;8,49;644
2011;12;South Korea;65762;63750;419341;105267;6,38;424
2011;13;Brazil;53945;51060;254296;92648;4,71;379
2011;14;Netherlands;50298;45054;561510;109163;11,16;694
2011;15;Taiwan;42906;41433;242697;61308;5,66;331
2011;16;Russian Federation;42809;41414;143193;51871;3,34;390
2011;17;Iran;39114;38165;155403;61919;3,97;180
2011;18;Switzerland;37002;33753;439418;72422;11,88;686
2011;19;Turkey;34383;32460;141564;38821;4,12;266
2011;20;Poland;31995;30818;161920;47834;5,06;371
2011;21;Sweden;31605;29040;323223;58161;10,23;614
2011;22;Belgium;28000;25560;280586;48396;10,02;547
2011;23;Austria;20598;18860;185432;29652;9;449
2011;24;Malaysia;20476;19864;77088;26502;3,76;165
2011;25;Denmark;19880;18078;223643;40960;11,25;518
2011;26;Czech Republic;17973;17156;99889;26610;5,56;294
2011;27;Portugal;17920;16644;122372;27110;6,83;297
2011;28;Greece;17915;16134;120993;22054;6,75;326
2011;29;Israel;17801;16128;164226;25251;9,23;496
2011;30;Mexico;16903;15925;87721;18456;5,19;289
2011;31;Norway;16694;14955;149278;27092;8,94;402
2011;32;Finland;16608;15406;149327;28412;8,99;443
2011;33;Singapore;16178;14985;159079;25386;9,83;349
2011;34;Hong Kong;14179;13161;114118;17837;8,05;359
2011;35;South Africa;13916;12727;89182;22728;6,41;292
2011;36;Romania;13212;12882;43852;12949;3,32;167
2011;37;New Zealand;13035;11667;99350;18392;7,62;351
2011;38;Ireland;12373;11022;108312;15950;8,75;332
2011;39;Argentina;11421;10591;73483;15582;6,43;273
2011;40;Egypt;11007;10627;53400;11153;4,85;165
2011;41;Thailand;10665;10072;57034;10892;5,35;213
2011;42;Hungary;9666;9059;62961;11556;6,51;301
2011;43;Saudi Arabia;9416;9034;60841;11595;6,46;164
2011;44;Pakistan;9065;8730;37399;11480;4,13;148
2011;45;Ukraine;8237;7985;30575;8357;3,71;174
2011;46;Chile;7742;7400;51452;10984;6,65;233
2011;47;Croatia;6456;6213;28190;5746;4,37;177
2011;48;Serbia;6316;6076;28373;8148;4,49;100
2011;49;Nigeria;5814;5599;15866;3212;2,73;115
2011;50;Slovenia;5507;5259;31902;6577;5,79;189
2011;51;Slovakia;5483;5280;25065;6002;4,57;180
2011;52;Colombia;5450;5169;27282;4930;5,01;169
2011;53;Tunisia;5256;5021;19651;4177;3,74;109
2011;54;Bulgaria;3722;3532;18014;3212;4,84;167
2011;55;Algeria;3567;3522;11011;2464;3,09;97
2011;56;Indonesia;3197;3025;12990;2064;4,06;140
2011;57;Morocco;2971;2796;11030;2540;3,71;117
2011;58;Lithuania;2910;2838;13899;3643;4,78;133
2011;59;United Arab Emirates;2684;2513;12462;1547;4,64;112
2011;60;Bangladesh;2489;2386;10749;2901;4,32;124
2011;61;Jordan;2431;2363;8823;1370;3,63;102
2011;62;Viet Nam;2362;2264;13116;2478;5,55;133
2011;63;Estonia;2271;2147;18499;3547;8,15;162
2011;64;Cuba;2234;2135;6673;1166;2,99;115
2011;65;Venezuela;1941;1845;6936;957;3,57;155
2011;66;Kenya;1902;1733;17207;2797;9,05;165
2011;67;Belarus;1695;1653;7538;1644;4,45;122
2011;68;Latvia;1581;1531;4872;1187;3,08;104
2011;69;Philippines;1575;1476;11633;1340;7,39;147
2011;70;Lebanon;1562;1469;8335;995;5,34;122
2011;71;Cyprus;1537;1430;10639;1670;6,92;113
2011;72;Kuwait;1242;1161;5240;612;4,22;100
2011;73;Iceland;1219;1106;15634;1574;12,83;198
2011;74;Luxembourg;1216;1131;8962;1332;7,37;105
2011;75;Peru;1215;1104;10868;1040;8,94;140
2011;76;Iraq;1087;1024;2659;480;2,45;51
2011;77;Oman;1087;1004;4515;734;4,15;83
2011;78;Uruguay;1076;1008;7477;1246;6,95;124
2011;79;Uganda;1043;953;9257;1611;8,88;118
2011;80;Ethiopia;1033;999;5449;1316;5,27;88
2011;81;Armenia;1000;967;6964;1446;6,96;126
2011;82;Qatar;958;911;5539;869;5,78;70
2011;83;Ghana;941;867;4780;649;5,08;92
2011;84;Puerto Rico;941;901;8223;570;8,74;156
2011;85;Tanzania;933;879;8646;1286;9,27;113
2011;86;Sri Lanka;922;857;3923;555;4,25;107
2011;87;Azerbaijan;911;879;2904;496;3,19;58
2011;88;Georgia;890;776;5890;1028;6,62;101
2011;89;Cameroon;865;809;4731;944;5,47;85
2011;90;Bosnia and Herzegovina;807;772;1869;232;2,32;55
2011;91;Macedonia;686;651;1985;321;2,89;74
2011;92;Nepal;679;622;3181;556;4,68;87
2011;93;Costa Rica;627;579;4670;526;7,45;127
2011;94;Uzbekistan;584;556;1533;380;2,63;64
2011;95;Sudan;571;552;2130;338;3,73;65
2011;96;Kazakhstan;565;539;1284;368;2,27;64
2011;97;Senegal;562;525;3221;497;5,73;89
2011;98;Syrian Arab Republic;490;466;1992;322;4,07;74
2011;99;Ecuador;475;445;3862;447;8,13;100
2011;100;Trinidad and Tobago;431;384;1575;140;3,65;72
2011;101;Botswana;425;354;3886;239;9,14;71
2011;102;Malawi;413;379;5346;578;12,94;97
2011;103;Burkina Faso;387;367;2805;507;7,25;77
2011;104;Panama;386;357;4955;599;12,84;128
2011;105;Macao;385;350;1247;302;3,24;47
2011;106;Palestine ;384;366;1295;198;3,37;53
2011;107;Moldova;374;362;1567;402;4,19;74
2011;108;Zimbabwe;358;341;4579;468;12,79;90
2011;109;Côte d'Ivoire;356;338;1604;173;4,51;82
2011;110;Malta;347;308;1827;210;5,27;75
2011;111;Bahrain;343;317;1024;180;2,99;48
2011;112;Jamaica;338;290;1981;168;5,86;71
2011;113;Zambia;306;282;3721;367;12,16;83
2011;114;Benin;305;288;1724;371;5,65;59
2011;115;Albania;283;266;609;74;2,15;43
2011;116;Libyan Arab Jamahiriya;282;270;822;65;2,91;45
2011;117;Yemen;265;259;1173;224;4,43;46
2011;118;Mongolia;256;240;1066;151;4,16;65
2011;119;Congo;254;241;1749;239;6,89;63
2011;120;Bolivia;247;236;1905;211;7,71;78
2011;121;Madagascar;243;229;1883;244;7,75;68
2011;122;Montenegro;234;230;746;160;3,19;28
2011;123;Mozambique;223;208;2457;295;11,02;66
2011;124;Cambodia;217;189;2104;265;9,7;65
2011;125;Mali;207;196;1792;190;8,66;68
2011;126;Brunei Darussalam;166;129;562;83;3,39;49
2011;127;Gabon;165;154;1767;158;10,71;73
2011;128;Myanmar;161;156;484;30;3,01;46
2011;129;Rwanda;160;146;1360;128;8,5;48
2011;130;Laos;156;147;945;157;6,06;54
2011;131;Fiji;153;141;786;137;5,14;52
2011;132;Namibia;150;145;1099;73;7,33;67
2011;133;Guatemala;143;131;848;100;5,93;63
2011;134;Mauritius;131;120;783;55;5,98;50
2011;135;Papua New Guinea;129;122;912;162;7,07;66
2011;136;Paraguay;122;116;739;47;6,06;54
2011;137;Barbados;121;93;971;51;8,02;60
2011;138;Monaco;111;104;1565;168;14,1;69
2011;139;Swaziland;111;99;811;16;7,31;41
2011;140;Niger;110;106;836;70;7,6;54
2011;141;Nicaragua;107;96;893;67;8,35;56
2011;142;El Salvador;107;99;904;42;8,45;40
2011;143;New Caledonia;104;97;1020;118;9,81;66
2011;144;Togo;102;99;454;66;4,45;37
2011;145;Kyrgyzstan;101;97;345;71;3,42;40
2011;146;Afghanistan;100;85;346;39;3,46;29
2011;147;Gambia;98;93;1185;119;12,09;90
2011;148;Liechtenstein;96;90;526;60;5,48;50
2011;149;Grenada;84;77;430;27;5,12;29
2011;150;French Polynesia;82;79;756;96;9,22;54
2011;151;Tajikistan;82;80;189;34;2,3;28
2011;152;Dominican Republic;81;74;614;23;7,58;47
2011;153;Greenland;77;76;826;182;10,73;45
2011;154;Honduras;74;69;610;38;8,24;48
2011;155;Guadeloupe;68;64;250;33;3,68;49
2011;156;Guam;68;62;318;29;4,68;52
2011;157;Haïti;68;65;735;96;10,81;43
2011;158;French Guiana;59;52;511;59;8,66;51
2011;159;Angola;52;51;213;23;4,1;31
2011;160;Bhutan;49;47;195;53;3,98;23
2011;161;Democratic Republic Congo;44;42;392;4;8,91;38
2011;162;North Korea;43;41;117;4;2,72;75
2011;163;Bermuda;42;39;419;36;9,98;69
2011;164;Sierra Leone;42;38;206;40;4,9;26
2011;165;Martinique;41;36;176;15;4,29;36
2011;166;Seychelles;39;35;443;50;11,36;41
2011;167;Guinea;38;34;189;21;4,97;41
2011;168;Faroe Islands;37;34;409;16;11,05;45
2011;169;Central African Republic;36;35;191;9;5,31;39
2011;170;Eritrea;36;35;155;4;4,31;32
2011;171;Cayman Islands;35;33;119;1;3,4;20
2011;172;Mauritania;35;34;168;22;4,8;30
2011;173;Lesotho;34;33;145;18;4,26;26
2011;174;Bahamas;33;30;240;20;7,27;32
2011;175;Guinea-Bissau;33;29;287;75;8,7;47
2011;176;Reunion;33;30;194;1;5,88;34
2011;177;Turkmenistan;33;32;99;46;3;19
2011;178;Burundi;30;29;164;15;5,47;28
2011;179;Chad;29;28;165;6;5,69;32
2011;180;Vanuatu;27;25;227;26;8,41;26
2011;181;Belize;26;20;148;4;5,69;32
2011;182;Liberia;26;22;146;14;5,62;19
2011;183;Dominica;25;20;114;2;4,56;21
2011;184;Guyana;25;23;71;1;2,84;30
2011;185;Netherlands Antilles;22;18;92;4;4,18;42
2011;186;Solomon Islands;22;22;212;24;9,64;31
2011;187;Samoa;22;21;133;8;6,05;25
2011;188;Falkland Islands (Malvinas);19;18;144;14;7,58;31
2011;189;Maldives;17;17;97;6;5,71;20
2011;190;Djibouti;16;15;91;13;5,69;16
2011;191;Virgin Islands (British);16;15;205;9;12,81;19
2011;192;Comoros;14;11;75;6;5,36;12
2011;193;Saint Kitts and Nevis;14;13;41;7;2,93;20
2011;194;Saint Lucia;12;9;38;0;3,17;16
2011;195;Suriname;12;12;90;5;7,5;27
2011;196;Tonga;12;12;57;8;4,75;18
2011;197;Mayotte;11;11;48;2;4,36;10
2011;198;San Marino;11;10;50;6;4,55;21
2011;199;Aruba;10;9;64;0;6,4;11
2011;200;Equatorial Guinea;10;8;154;18;15,4;18
2011;201;Somalia;10;7;25;5;2,5;14
2011;202;Andorra;9;5;37;2;4,11;20
2011;203;Gibraltar;9;7;75;9;8,33;17
2011;204;Cook Islands;8;8;75;13;9,38;13
2011;205;American Samoa;7;7;18;2;2,57;20
2011;206;Antigua and Barbuda;7;4;22;2;3,14;11
2011;207;Federated States of Micronesia;7;7;7;5;1;22
2011;208;Palau;7;7;39;9;5,57;24
2011;209;Cape Verde;6;6;3;0;0,5;14
2011;210;Marshall Islands;5;5;7;0;1,4;16
2011;211;Timor-Leste;5;4;28;4;5,6;11
2011;212;Vatican City State;5;5;59;1;11,8;5
2011;213;Virgin Islands (U.S.);5;5;10;0;2;27
2011;214;Montserrat;4;4;35;0;8,75;26
2011;215;Anguilla;3;2;6;0;2;6
2011;216;Nauru;3;3;40;0;13,33;6
2011;217;Wallis and Futuna;3;2;9;0;3;4
2011;218;Northern Mariana Islands;2;2;3;0;1,5;13
2011;219;Turks and Caicos Islands;2;2;5;0;2,5;11
2011;220;Saint Vincent and The Grenadines;2;1;1;0;0,5;11
2011;221;Cocos (Keeling) Islands;1;1;11;0;11;4
2011;222;Heard Island and McDonald Islands;1;1;3;0;3;1
2011;223;British Indian Ocean Territory;1;1;9;0;9;7
2011;224;Norfolk Island;1;1;4;0;4;6
2011;225;Saint Helena;1;1;5;0;5;3
2011;226;Svalbard and Jan Mayen;1;1;4;0;4;8
2011;227;Saint Pierre and Miquelon;1;1;5;0;5;1
2012;1;United States;611478;532342;3559345;1791924;5,82;1648
2012;2;China;404143;398056;1298889;769169;3,21;495
2012;3;United Kingdom;178021;147414;1043740;287490;5,86;1015
2012;4;Germany;157975;145392;936282;285377;5,93;887
2012;5;Japan;128227;121510;531165;164211;4,14;745
2012;6;France;112122;103784;624159;162015;5,57;811
2012;7;India;105279;98863;294336;111333;2,8;383
2012;8;Canada;94620;84536;560212;123203;5,92;794
2012;9;Italy;93283;84634;546855;162490;5,86;713
2012;10;Spain;82375;75199;448393;116722;5,44;591
2012;11;Australia;76980;67466;448804;116478;5,83;644
2012;12;South Korea;70171;67593;323854;81095;4,62;424
2012;13;Brazil;59180;56195;185829;64311;3,14;379
2012;14;Netherlands;54008;48147;412151;82332;7,63;694
2012;15;Russian Federation;43999;41327;121187;42152;2,75;390
2012;16;Taiwan;42848;41235;172776;42001;4,03;331
2012;17;Iran;40180;38979;117589;46018;2,93;180
2012;18;Switzerland;39274;36027;327978;57743;8,35;686
2012;19;Turkey;35697;33487;106901;27898;2,99;266
2012;20;Poland;34568;33353;128795;39520;3,73;371
2012;21;Sweden;33973;31087;235640;43010;6,94;614
2012;22;Belgium;29606;27084;204369;36312;6,9;547
2012;23;Malaysia;22381;21657;55188;20454;2,47;165
2012;24;Denmark;21788;19752;168806;30166;7,75;518
2012;25;Austria;21702;19833;138990;22517;6,4;449
2012;26;Portugal;19647;18284;100414;22057;5,11;297
2012;27;Czech Republic;18912;18125;80745;20657;4,27;294
2012;28;Israel;18523;16743;116013;18422;6,26;496
2012;29;Greece;18193;16604;95602;16684;5,25;326
2012;30;Norway;18079;16163;108501;19556;6;402
2012;31;Mexico;17903;16775;67336;13223;3,76;289
2012;32;Singapore;17759;16314;127784;20861;7,2;349
2012;33;Finland;17168;15937;110435;20615;6,43;443
2012;34;South Africa;15421;13912;71133;16978;4,61;292
2012;35;Hong Kong;14852;13661;86347;13388;5,81;359
2012;36;Romania;14074;13639;36848;10652;2,62;167
2012;37;New Zealand;13527;11914;73600;13205;5,44;351
2012;38;Egypt;12812;12386;41541;8688;3,24;165
2012;39;Ireland;12280;10892;76300;11737;6,21;332
2012;40;Saudi Arabia;11992;11548;59641;11643;4,97;164
2012;41;Argentina;11866;11070;58144;10806;4,9;273
2012;42;Thailand;11837;11134;42947;8649;3,63;213
2012;43;Hungary;9991;9369;50294;9034;5,03;301
2012;44;Pakistan;9744;9388;32358;8623;3,32;148
2012;45;Ukraine;9168;8582;23854;6687;2,6;174
2012;46;Chile;8725;8247;42868;8791;4,91;233
2012;47;Serbia;7668;7378;28286;6304;3,69;100
2012;48;Colombia;6450;6150;27161;4027;4,21;169
2012;49;Croatia;6418;6124;22921;4089;3,57;177
2012;50;Slovakia;6031;5844;23344;5383;3,87;180
2012;51;Slovenia;5758;5425;27136;4978;4,71;189
2012;52;Tunisia;5507;5175;13292;3328;2,41;109
2012;53;Nigeria;5381;5079;10652;2105;1,98;115
2012;54;Algeria;4271;4173;8480;2032;1,99;97
2012;55;Bulgaria;3999;3840;17576;2366;4,4;167
2012;56;Indonesia;3752;3506;9735;1672;2,59;140
2012;57;Morocco;3512;3284;12556;2715;3,58;117
2012;58;Bangladesh;3204;3036;8640;2360;2,7;124
2012;59;Viet Nam;3091;2972;12622;2194;4,08;133
2012;60;United Arab Emirates;3077;2879;8225;1367;2,67;112
2012;61;Lithuania;2979;2903;13623;2318;4,57;133
2012;62;Jordan;2558;2451;6711;1025;2,62;102
2012;63;Estonia;2427;2329;18068;2490;7,44;162
2012;64;Cuba;2275;2143;4289;839;1,89;115
2012;65;Venezuela;2029;1923;5079;590;2,5;155
2012;66;Kenya;1924;1689;12969;1940;6,74;165
2012;67;Lebanon;1806;1665;6187;816;3,43;122
2012;68;Belarus;1768;1650;11705;1543;6,62;122
2012;69;Cyprus;1758;1580;11052;1273;6,29;113
2012;70;Philippines;1709;1510;7507;910;4,39;147
2012;71;Latvia;1515;1454;4290;803;2,83;104
2012;72;Iraq;1367;1307;2450;441;1,79;51
2012;73;Iceland;1336;1219;12799;1357;9,58;198
2012;74;Luxembourg;1328;1223;6892;1037;5,19;105
2012;75;Qatar;1307;1241;4717;929;3,61;70
2012;76;Peru;1280;1176;7364;866;5,75;140
2012;77;Kuwait;1278;1181;3171;432;2,48;100
2012;78;Ethiopia;1247;1169;4179;941;3,35;88
2012;79;Oman;1146;1034;2936;542;2,56;83
2012;80;Armenia;1123;1061;11820;1501;10,53;126
2012;81;Ghana;1107;1006;6452;738;5,83;92
2012;82;Uganda;1096;1006;8548;1129;7,8;118
2012;83;Uruguay;1081;1019;6842;771;6,33;124
2012;84;Sri Lanka;1033;943;5788;484;5,6;107
2012;85;Azerbaijan;1011;976;5375;485;5,32;58
2012;86;Tanzania;986;878;5348;1050;5,42;113
2012;87;Georgia;960;837;11674;1016;12,16;101
2012;88;Puerto Rico;904;852;7141;376;7,9;156
2012;89;Cameroon;896;827;3125;692;3,49;85
2012;90;Bosnia and Herzegovina;825;783;1349;188;1,64;55
2012;91;Kazakhstan;818;783;1772;480;2,17;64
2012;92;Nepal;793;708;4816;439;6,07;87
2012;93;Macao;713;684;2863;578;4,02;47
2012;94;Macedonia;686;664;1846;271;2,69;74
2012;95;Costa Rica;653;613;3652;414;5,59;127
2012;96;Ecuador;638;594;3553;499;5,57;100
2012;97;Senegal;614;576;2278;344;3,71;89
2012;98;Sudan;566;537;3974;256;7,02;65
2012;99;Syrian Arab Republic;563;536;1670;240;2,97;74
2012;100;Uzbekistan;536;475;857;237;1,6;64
2012;101;Panama;480;451;5873;450;12,24;128
2012;102;Burkina Faso;469;449;2242;378;4,78;77
2012;103;Zimbabwe;461;412;1828;327;3,97;90
2012;104;Malta;446;396;1281;205;2,87;75
2012;105;Malawi;431;406;2967;407;6,88;97
2012;106;Palestine ;426;402;1116;204;2,62;53
2012;107;Moldova;413;402;1323;278;3,2;74
2012;108;Côte d'Ivoire;384;371;1344;172;3,5;82
2012;109;Trinidad and Tobago;378;332;718;94;1,9;72
2012;110;Botswana;368;314;1463;119;3,98;71
2012;111;Benin;359;335;1185;313;3,3;59
2012;112;Libyan Arab Jamahiriya;356;343;802;86;2,25;45
2012;113;Jamaica;347;301;713;118;2,05;71
2012;114;Zambia;339;308;2064;261;6,09;83
2012;115;Albania;335;323;446;82;1,33;43
2012;116;Bahrain;312;280;670;126;2,15;48
2012;117;Congo;309;281;1639;146;5,3;63
2012;118;Mongolia;308;292;966;136;3,14;65
2012;119;Yemen;289;285;931;183;3,22;46
2012;120;Montenegro;288;279;610;135;2,12;28
2012;121;Madagascar;259;243;1215;183;4,69;68
2012;122;Cambodia;257;221;1808;237;7,04;65
2012;123;Bolivia;243;226;3704;137;15,24;78
2012;124;Brunei Darussalam;241;199;518;114;2,15;49
2012;125;Mali;241;225;1348;166;5,59;68
2012;126;Laos;209;191;1038;156;4,97;54
2012;127;Guatemala;208;190;1306;89;6,28;63
2012;128;Mauritius;207;185;474;114;2,29;50
2012;129;Mozambique;206;192;3873;171;18,8;66
2012;130;Namibia;190;173;683;79;3,59;67
2012;131;Rwanda;179;167;761;125;4,25;48
2012;132;Fiji;172;162;685;110;3,98;52
2012;133;New Caledonia;158;148;865;158;5,47;66
2012;134;Papua New Guinea;146;135;961;138;6,58;66
2012;135;Gabon;141;131;1143;104;8,11;73
2012;136;Paraguay;140;128;513;29;3,66;54
2012;137;Barbados;137;108;739;39;5,39;60
2012;138;Gambia;130;121;1373;138;10,56;90
2012;139;French Polynesia;117;112;840;156;7,18;54
2012;140;Nicaragua;115;109;548;37;4,77;56
2012;141;Tajikistan;115;109;195;36;1,7;28
2012;142;Kyrgyzstan;114;103;401;74;3,52;40
2012;143;Myanmar;113;111;291;34;2,58;46
2012;144;Niger;107;102;522;83;4,88;54
2012;145;El Salvador;105;98;493;44;4,7;40
2012;146;Greenland;104;101;759;127;7,3;45
2012;147;Togo;104;96;168;21;1,62;37
2012;148;Liechtenstein;102;97;394;44;3,86;50
2012;149;Monaco;100;92;1023;59;10,23;69
2012;150;Grenada;99;90;245;7;2,47;29
